DCEGC,ER,242,b'Globalization and World Poverty',"b'(Meets with CAS SO 242.) Globalization and world poverty; how and why over 80%  of the world remains poor and inequality increases despite economic  modernization and democratization. Addresses urbanization, immigration,  religion, politics, development politics, foreign aid, women, drugs,  environment, food security. Special attention to Latin American, African, and  Asian experiences. Carries social science divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Social Inquiry I,  Ethical Reasoning.'"
DCEGC,ER,102,b'Introduction to Cellular and Molecular Biology',"b'A cellular and molecular approach to nervous system function. Includes   molecular and genetic basis of neurons; structure and function of ion channels,   synapses, and glia; mechanisms of signal transduction; neuroendocrinology; and   sensory systems and transduction. Project labs focused on anatomy and   physiology of neurons. This course fulfills a single Hub unit in each of the   following BU Hub areas: Scientific Inquiry II, Ethical Reasoning, Writing- Intensive Course, Teamwork/Collaboration.'"
DCEGC,ER,150,b'Introduction to Ethics',"b""Many of us want to lead meaningful lives. But what is it for a life to be  meaningful? What makes some lives better or more meaningful than others? Can  life as a whole have some significance or meaning? Carries humanities  divisional credit in CAS. This course fulfills a single unit in each of the  following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical  Reasoning, Critical Thinking.Summer:Many of us want to lead meaningful lives. But what is it for a life to be   meaningful? What makes some lives better or more meaningful than others? Can   life as a whole have some significance or meaning? Carries humanities   divisional credit in CAS. This course fulfills a single unit in each of the   following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical   Reasoning, Critical Thinking."""
DCEGC,ER,248,b'Existentialism',"b""This course examines how existentialist thinkers grappled with some of the most  problematic aspects of the human condition. This course fulfills a single unit in  each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings,  Ethical Reasoning, Critical Thinking.Summer:Examines how existentialist thinkers grappled with some of the  most   problematic aspects of the human condition. This course fulfills a  single  unit in  each of the following BU Hub areas: Philosophical Inquiry and  Life's  Meanings, Ethical Reasoning, Critical Thinking."""
DCEGC,ER,251,b'Medical Ethics',"b""This course will survey ethical issues that arise in connection with medicine  and emerging biotechnologies. It will examine topics such as the right to  healthcare, research on human subjects, euthanasia, abortion, cloning, genetic  selection, disabilities, and the biomedical enhancement of human capacities.  Students can expect to gain not only training in the concepts and methods of  moral philosophy and the logic of argumentation, but also the resources needed  for assessing ethically difficult questions that healthcare professionals  routinely face. Carries humanities divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Philosophical  Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking.Summer:Surveys ethical issues that arise in connection with medicine   and emerging  biotechnologies. The course examines topics such as the right to    healthcare, research on human subjects, euthanasia, abortion, cloning,   genetic  selection, disabilities, and the biomedical enhancement of human   capacities.  Students can expect to gain not only training in the concepts   and methods of  moral philosophy and the logic of argumentation, but also   the resources needed  for assessing ethically difficult questions that   healthcare professionals  routinely face. Carries humanities divisional   credit in CAS. This course  fulfills a single unit in each of the following   BU Hub areas: Philosophical  Inquiry and Life's Meanings, Ethical Reasoning,   Critical Thinking."""
DCEGC,ER,350,b'History of Ethics',"b""Are there fundamental principles for determining the right way to act  ethically? How do different eras answer this question? What is the significance  of these differences? This course addresses these questions by examining  classical ethical texts from different historical traditions. This course  fulfills a single unit in each of the following BU Hub areas: Philosophical  Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking."""
DCEGC,ER,191,b'Introduction to Political Theory',"b""Fundamental questions of political life are addressed by analyzing works of  political philosophy. Historical and contemporary events and issues illustrate  and complicate analysis of conceptions of authority, justice, liberty, and  equality. Many definitions of government, law, and rights are considered.  Carries social science divisional credit in CAS. This course fulfills a single  unit in each of the following BU Hub areas: Philosophical Inquiry and Life's  Meanings, Ethical Reasoning, Critical Thinking."""
DCEGC,ER,316,b'Race and the Politics of Criminal Justice Policy',"b'How many people are affected by the criminal justice system? What is the  relationship  between crime and race? What criminal justice policies, if any, should change? In this course,  students grapple with these questions. This course fulfills a single unit in each of the following  BU Hub areas: Social Inquiry I, Ethical Reasoning, Critical Thinking.'"
DCEGC,ER,206,b'Scriptures in World Religions',"b'Introduction to scriptures in world religions, investigating the ways sacred  books express, interpret, and make possible religious experience and ethical  reflection. Carries humanities divisional credit in CAS. This course fulfills a  single unit in each of the following BU Hub areas: Global Citizenship and  Intercultural Literacy, Ethical Reasoning, Writing-intensive Course.'"
DCEGC,ER,209,"b'Religion, Health, and Medicine'","b'How religious and moral narratives inform approaches to biomedicine from the  nineteenth century to the present, including understandings of disease,  illness, health, sexuality, and the body. Topics include medicine and prayer,  alternative medicine, and boundaries between medicine and religion. This course  fulfills a single unit in each of the following BU Hub areas: Social Inquiry I,  Ethical Reasoning, Critical Thinking.'"
DCEGC,ER,350,b'Comparative Religious Ethics',"b'This course invites students to consider what organized religion has to offer those seeking to live a good life by looking at the ethical teachings of two Western (Judaism and Christianity) and two Eastern (Confucianism and Buddhism) traditions. This course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Ethical Reasoning, Writing-Intensive Course.'"
DCEGC,ER,215,b'Sociology of Health Care',"b'Social, cultural, and intercultural factors in health and illness. Training and  socialization of medical professionals, roots of medical power and authority,  organization and operation of health care facilities. U.S. health care system  and its main problems. Comparison of health care systems in the U.S. and in  other countries. Carries social science divisional credit in CAS. This course  fulfills a single unit in each of the following BU Hub areas: Social Inquiry I,  Ethical Reasoning.Summer:Social, cultural, and intercultural factors in health and illness. Training  and socialization of medical professionals, roots of medical power and  authority, organization and operation of health care facilities. U.S. health  care system and its main problems. Comparison of health care systems in the  U.S. and in other countries. Carries social science divisional credit in CAS.  This course fulfills a single unit in each of the following BU Hub areas:  Social Inquiry I, Ethical Reasoning.'"
DCEGC,ER,242,b'Globalization and World Poverty',"b'(Meets with CAS IR 242.) Globalization and world poverty; how and why over 80% of the world remains  poor and inequality increases despite economic modernization and democratization. Addresses  urbanization, immigration, religion, politics, development politics, foreign aid, women, drugs,  environment, food security. Special attention to Latin American, African, and Asian experiences. Carries  social science divisional credit in CAS.'"
DCEGC,ER,102,b'Gender and Sexuality II: An Interdisciplinary Introduction',"b""This course is the second semester of a two-semester introduction to women's, gender, and  sexuality studies, integrating approaches from the natural sciences, social sciences, and  humanities, with a focus on society and social relationships. We examine questions relating to  violence, inequality, and family formation through an interdisciplinary gender lens. Students  who complete both halves of the two-semester sequence WS 101/102 receive divisional studies  credit for two courses, from two different divisions: Natural Science (without lab), Social  Science, and/or Humanities. Neither WS 101 nor WS 102 alone carries divisional studies credit.  This course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Ethical  Reasoning, Critical Thinking."""
DCEGC,ER,330,b'Transforming Life: Anthropology of New Medical Technologies',"b'Seminar anthropologically compares the role of science and medicine in     society and troubles what is natural and moral, e.g., about gender, person     hood, kinship, and community, using case studies of new reproductive     technologies in Asia, the Middle East, and North America. This course     fulfills a single unit in each of the following BU Hub areas: Global     Citizenship and Intercultural Literacy, Ethical Reasoning, writing intensive  course.'"
DCEGC,ER,202,b'History of 20th-Century Ethical Philosophy and Applied Ethics',"b""The course focuses on the application of philosophical ideas to various areas of  modern life, such as politics, science, business, personal development,  education, and religious faith. This course fulfills a single unit in each of the  following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical  Reasoning, Creativity/Innovation."""
DCEGC,ER,262,b'Faked Out?',"b'Faked Out? introduces students to news and media literacy, arming them with  theories and practices needed to understand news, ""fake news,"" and  entertainment media products in today\'s ""attention economy"" by studying mass  and social media: content, impacts, and institutional practices. This course  fulfills a single unit in each of the following BU Hub areas: Social Inquiry I,  Ethical Reasoning, Critical Thinking.'"
DCEGC,ER,102,"b'Mar,Fam,Gen'",b'This course description is currently under construction.'
DCEGC,ER,308,"b'Exploring Philosophy through Film: Knowledge, Ethics, and Personal Identity'","b""This introduction to philosophy revolves around selected films and related texts  that provoke serious reflection on issues of knowledge, ethics, and personal  identity. The main objective of the course is to provide an introduction to the  nature of philosophical inquiry and analysis by exposing the student to specific  philosophical problems and issues. By focusing on film as the visual and narrative  medium in which these problems and issues emerge, the student will also consider the  ways in which art can represent and embody philosophical questions, ideas, and  positions. This course fulfills a single unit in each of the following BU Hub areas:  Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking."""
DCEGC,ER,131,"b'Business, Society, and Ethics'","b'Required of all Questrom freshmen. Explores the ethical problems facing  global management. Through identification and discussion of the substantive  disciplines relevant to business, students uncover a complicated analysis  necessary to make appropriate decisions and highlight their  interdependencies. Stresses written and oral communication skills and  logical reasoning as an ingredient for sound analysis and rational business  planning. This course fulfills a single unit in the following BU Hub  area(s): Ethical Reasoning.Summer:Required of all Questrom first-year students. Explores the ethical problems facing  global management. Through identification and discussion of the substantive  disciplines relevant to business, students uncover a complicated analysis  necessary to make appropriate decisions and highlight their  interdependencies. Stresses written and oral communication skills and  logical reasoning as an ingredient for sound analysis and rational business  planning. This course fulfills a single unit in the following BU Hub  area: Ethical Reasoning.'"
